"Reference","ID","CommonControl","Mainland","Island","Class","Order","Family","Binomial","Species_main","Species_island","guild","Sex","Measure","Mean_m","Mean_i","sd_m","sd_i","N_m","N_i","RR","var","Long_i","Lat_i","logmass","Island_km2","Dist_near_mainland","NDVI","SDNDVI","tmean","tseas","prec","Phylogeny","Data_source_type","SPID"
"Ursin 1956","ES932","CC426","Jutland","Fyn","Mammals","Rodentia","Muridae","Apodemus flavicollis","Apodemus flavicollis","Apodemus flavicollis","Herb","Unsexed","Length",37.8280375000405,37.3123003161325,0.51416750000055,1.34688303580185,42,6,-0.0137275210059595,0.000221571098973935,10.261,55.327,1.57781381089329,3.47494433546539,-0.186419011431808,0.561219775390625,-1.36691054740253,8.33697509765625,2.78402036105908,2.80536108157804,"","No island rule","SP207"
"Ursin 1956","ES933","CC426","Jutland","Lolland","Mammals","Rodentia","Muridae","Apodemus flavicollis","Apodemus flavicollis","Apodemus flavicollis","Herb","Unsexed","Length",37.8280375000405,41.3476031416261,0.51416750000055,1.08911842706071,42,13,0.0889638941706315,5.77698842826509e-05,11.487,54.735,1.57781381089329,3.09447112864164,1.79239869419147,0.456516796875,-1.40017510787031,8.72486400604248,2.79009536171835,2.76371764841034,"","No island rule","SP207"
"Ursin 1956","ES934","CC426","Jutland","Sjaelland","Mammals","Rodentia","Muridae","Apodemus flavicollis","Apodemus flavicollis","Apodemus flavicollis","Herb","Unsexed","Length",37.8280375000405,39.7227382324317,0.51416750000055,0.379033761759844,42,82,0.0488732146972614,5.50914033174762e-06,11.781,55.511,1.57781381089329,3.84701709793535,1.62325963061961,0.558803662109375,-1.3743139075983,8.40595626831055,2.80647687771835,2.77595599324367,"","No island rule","SP207"
"Ursin 1956","ES935","CC426","Jutland","Thuro","Mammals","Rodentia","Muridae","Apodemus flavicollis","Apodemus flavicollis","Apodemus flavicollis","Herb","Unsexed","Length",37.8280375000405,30.113295822201,0.51416750000055,1.71170313094616,42,8,-0.228083764590676,0.000408276897252781,10.69,55.047,1.57781381089329,0.8750612633917,-0.696803942579511,0.55441904296875,-1.34755277592498,8.61749076843262,2.78028592433373,2.77614887969039,"","No island rule","SP207"
"Ursin 1956","ES936","CC427","Jutland","Bjorno","Mammals","Rodentia","Muridae","Apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Herb","Unsexed","Length",22.3631568313797,22.8461451136907,0.172648070051592,0.671009370067767,113,11,0.0213675787072479,7.89495748784496e-05,10.249,55.062,1.3495331094862,0.301029995663981,1.56821346159708,0.51254208984375,-1.37511863105378,8.5078125,2.77936195782824,2.81700314932384,"","No island rule","SP112"
"Ursin 1956","ES937","CC428","Sjaelland","Bornholm","Mammals","Rodentia","Muridae","Apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Herb","Unsexed","Length",21.835905125922,22.8685978931502,0.334867012666021,0.33173665273805,34,16,0.04620905940307,2.00689705181804e-05,14.92,55.143,1.33917119868677,2.76937732607614,1.56821346159708,0.5678259765625,-1.31351126362874,7.86273813247681,2.7963984437115,2.75473046902375,"","No island rule","SP112"
"Ursin 1956","ES938","CC427","Jutland","Drejo","Mammals","Rodentia","Muridae","Apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Herb","Unsexed","Length",22.3631568313797,20.2263067239761,0.172648070051592,0.534464832221428,113,15,-0.100430750203667,4.70768194728521e-05,10.416,54.966,1.3495331094862,0.629409599102719,1.6020708485543,0.464569189453125,-1.37830048401504,8.67059326171875,2.77621766770835,2.79276280314718,"","No island rule","SP112"
"Ursin 1956","ES939","CC427","Jutland","Egholm","Mammals","Rodentia","Muridae","Apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Herb","Unsexed","Length",22.3631568313797,29.166276813427,0.172648070051592,0.999844685821728,113,7,0.265598317804524,0.000168409804270692,9.845,57.063,1.3495331094862,0.781755374652469,-0.300162274132754,0.51113046875,-1.36738591711498,7.75885009765625,2.78179585653753,2.78804104005686,"","No island rule","SP112"
"Ursin 1956","ES940","CC427","Jutland","Fano","Mammals","Rodentia","Muridae","Apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Herb","Unsexed","Length",22.3631568313797,22.614965858434,0.172648070051592,0.621825928299012,113,9,0.0111970728370943,8.45320862735127e-05,8.413,55.406,1.3495331094862,1.75587485567249,0.301247088636211,0.486007373046875,-1.53469990075549,8.60145092010498,2.76174449625794,2.90540728507225,"","No island rule","SP112"
"Ursin 1956","ES941","CC427","Jutland","Laeso","Mammals","Rodentia","Muridae","Apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Herb","Unsexed","Length",22.3631568313797,25.8534269996787,0.172648070051592,0.614737041992359,113,8,0.145028344284081,7.12002864660161e-05,11.1,57.266,1.3495331094862,2.00432137378264,1.27877645795564,0.4926474609375,-1.49007565321773,8.13000011444092,2.77902246387146,2.75273971267166,"","No island rule","SP112"
"Ursin 1956","ES942","CC427","Jutland","Lyo","Mammals","Rodentia","Muridae","Apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Herb","Unsexed","Length",22.3631568313797,22.9285415961971,0.172648070051592,0.964992533266033,113,8,0.0249676720086566,0.000221941435617688,10.151,55.041,1.3495331094862,0.778151250383644,0.301247088636211,0.516200537109375,-1.3766528963109,8.48153686523438,2.77475956164037,2.82499747178044,"","No island rule","SP112"
"Ursin 1956","ES943","CC427","Jutland","Sjaelland","Mammals","Rodentia","Muridae","Apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Herb","Unsexed","Length",22.3631568313797,21.835905125922,0.172648070051592,0.334867012666021,113,34,-0.0238591813416917,7.44453687744358e-06,11.781,55.511,1.3495331094862,3.84701709793535,1.62325963061961,0.558803662109375,-1.3743139075983,8.40595626831055,2.80647687771835,2.77595599324367,"","No island rule","SP112"
"Ursin 1956","ES944","CC427","Jutland","Skaro","Mammals","Rodentia","Muridae","Apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Herb","Unsexed","Length",22.3631568313797,22.1424815800176,0.172648070051592,0.480849758457947,113,13,-0.00991681358715212,3.6803737204859e-05,10.476,55.006,1.3495331094862,0.301029995663981,1.6532221646566,0.580696044921875,-1.34932366708071,8.47645473480225,2.78467966067135,2.79911989433661,"","No island rule","SP112"
"Vogel and Sofianidou, 1996","ES945","CC429","Greece","Lesbos","Mammals","Eulipotyphla","Soricidae","Crocidura leucodon","Crocidura leucodon","Crocidura leucodon","Omn","Male","Weight",10,10.233,1.414,2.409,2,3,0.0230326991105728,0.0284703614121586,26.32,39.23,1,3.21218760440396,1.11397675828985,0.510914892578125,-1.87108947136158,15.6678247451782,2.82851396426158,2.78240293867504,"","No island rule","SP208"
"Vogel and Sofianidou, 1996","ES946","CC430","Greece","Lesbos","Mammals","Eulipotyphla","Soricidae","Crocidura suaveolens","Crocidura suaveolens","Crocidura suaveolens","Omn","Male","Weight",6.6,6.4,0.141,0.964,2,3,-0.0307716586667535,0.00779083268767217,26.32,39.23,0.819543935541869,3.21218760440396,1.11397675828985,0.510914892578125,-1.87108947136158,15.6678247451782,2.82851396426158,2.78240293867504,"","No island rule","SP84"
"Fooden et al 1993","ES947","CC431","Mainland Asia (SE Asia)","Ba","Mammals","Primata","Cercopithecidae","Macaca fascicularis","Macaca fascicularis","Macaca fascicularis","Omn","Both","Skull",6368.52310907591,7477.44564577073,518.152024021708,563.455802003071,59,3,0.160523650763884,0.00200494216111509,106.5591,8.6457,3.80403872904721,1.93951925261862,-1.04095860767891,0.631412255859375,-1.64716474611566,26.6241912841797,2.01345507261679,3.31524172051208,"","Island rule","SP141"
"Fooden et al 1993","ES948","CC432","Borneo","Balabac","Mammals","Primata","Cercopithecidae","Macaca fascicularis","Macaca fascicularis","Macaca fascicularis","Omn","Male","Skull",7335.69155327052,7610.64624689236,269.578605312286,37.3006737809858,59,2,0.0367964005741586,3.48999990473962e-05,117.02,7.95,3.8654410620937,2.48572142648158,-0.0963674839157623,0.787592822265625,-1.90457930182086,27.0687160491943,1.77608277190546,3.29202555956717,"","Island rule","SP141"
"Fooden et al 1993","ES949","CC433","Java","Bali","Mammals","Primata","Cercopithecidae","Macaca fascicularis","Macaca fascicularis","Macaca fascicularis","Omn","Both","Skull",7527.11503856484,7273.45632789358,767.758864955429,663.4401015466,70,12,-0.0342802374538027,0.000841956755349467,115.155,-8.274,3.87662855350367,3.74973631556906,0.398113691730502,0.70758955078125,-1.7127583914303,23.3216743469238,1.79013910267233,3.32191741131671,"","Island rule","SP141"
"Fooden et al 1993","ES950","CC432","Borneo","Banggi","Mammals","Primata","Cercopithecidae","Macaca fascicularis","Macaca fascicularis","Macaca fascicularis","Omn","Both","Skull",5815.79658748536,8371.95146769998,485.967008289389,847.777524062201,122,3,0.36430924261078,0.00347536595111856,117.18,7.27,3.76460920829157,2.64443858946784,1.08639542712425,0.81774609375,-1.63784540561402,27.254337310791,1.76274521010868,3.35478049883127,"","Island rule","SP141"
"Fooden et al 1993","ES951","CC434","Sumatra","Bangka","Mammals","Primata","Cercopithecidae","Macaca fascicularis","Macaca fascicularis","Macaca fascicularis","Omn","Both","Skull",6559.55063342098,4377.55419056118,548.390234023846,203.111656666393,79,109,-0.404431935165477,0.000108222248669183,106.06,-2.25,3.81687408874911,4.0542299098634,1.07191881036381,0.62378046875,-1.52119456474448,26.7531337738037,1.48947894537455,3.42496748765898,"","Island rule","SP141"
"Fooden et al 1993","ES952","CC431","Mainland Asia (SE Asia)","Batam","Mammals","Primata","Cercopithecidae","Macaca fascicularis","Macaca fascicularis","Macaca fascicularis","Omn","Female","Skull",5252.90055603442,4168.48622166195,263.575082957167,111.188701519226,33,2,-0.231227457386266,0.000432036597551828,104.0305,1.0828,3.72039917914419,2.60108172778402,1.14304604333759,0.561722314453125,-1.76685521878951,26.9011878967285,1.57632901045717,3.36782165241854,"","Island rule","SP141"
"Fooden et al 1993","ES953","CC433","Java","Bawean","Mammals","Primata","Cercopithecidae","Macaca fascicularis","Macaca fascicularis","Macaca fascicularis","Omn","Both","Skull",7527.11503856484,7204.1509214306,767.758864955429,575.29050304469,70,5,-0.0438544626251108,0.00142400355689722,112.6667,-5.766,3.87662855350367,2.29292029960001,2.03663288702104,0.67040087890625,-1.55704905025141,26.7697124481201,1.61609029911672,3.30111685117602,"","Island rule","SP141"
"Fooden et al 1993","ES954","CC431","Mainland Asia (SE Asia)","Bintan","Mammals","Primata","Cercopithecidae","Macaca fascicularis","Macaca fascicularis","Macaca fascicularis","Omn","Both","Skull",6368.52310907591,4491.75883698747,518.152024021708,414.018588509274,59,9,-0.349123243483512,0.00105618124796835,104.5003,1.076,3.80403872904721,3.06929801211553,1.32223997493115,0.58124501953125,-1.73779685261703,26.9479103088379,1.61607417825682,3.39202101896881,"","Island rule","SP141"
"Fooden et al 1993","ES955","CC435","Mindanao","Bohol","Mammals","Primata","Cercopithecidae","Macaca fascicularis","Macaca fascicularis","Macaca fascicularis","Omn","Both","Skull",7025.61080094819,7289.99263745751,707.379561153835,660.590050363904,51,7,0.0369403778747471,0.00137181458386633,124.209,9.875,3.8466840874312,3.51441492058037,1.9339982196165,0.744827197265625,-1.5440959573621,26.7261924743652,1.91268595290641,3.26800254387071,"","Island rule","SP141"
"Fooden et al 1993","ES956","CC431","Mainland Asia (SE Asia)","Borneo","Mammals","Primata","Cercopithecidae","Macaca fascicularis","Macaca fascicularis","Macaca fascicularis","Omn","Both","Skull",6368.52310907591,5815.79658748536,518.152024021708,485.967008289389,59,122,-0.090789826715833,0.000169429477608625,114,1,3.80403872904721,5.87113141195379,2.71600417881569,0.79960927734375,-1.55229701907953,25.0596599578857,1.37991262208345,3.5955034069751,"","Island rule","SP141"
"Fooden et al 1993","ES957","CC431","Mainland Asia (SE Asia)","Bulan","Mammals","Primata","Cercopithecidae","Macaca fascicularis","Macaca fascicularis","Macaca fascicularis","Omn","Both","Skull",6368.52310907591,6053.96682830002,518.152024021708,511.554727800507,59,2,-0.0506538604124008,0.00368224661421194,103.905,0.9755,3.80403872904721,2,1.62635063426271,0.6459138671875,-1.65575084096639,26.9222793579102,1.56829910036001,3.35727529294467,"","Island rule","SP141"
"Fooden et al 1993","ES958","CC431","Mainland Asia (SE Asia)","Condore (Con Son)","Mammals","Primata","Cercopithecidae","Macaca fascicularis","Macaca fascicularis","Macaca fascicularis","Omn","Both","Skull",6368.52310907591,7587.35528205046,518.152024021708,432.648003191667,59,5,0.175115491303871,0.000762505150604348,106.607,8.705,3.80403872904721,1.70757017609794,1.92942403503108,0.629983642578125,-1.78125513972548,26.8820991516113,2.00570126240832,3.30100828569871,"","Island rule","SP141"
"Fooden et al 1993","ES959","CC436","Luzon","Culion","Mammals","Primata","Cercopithecidae","Macaca fascicularis","Macaca fascicularis","Macaca fascicularis","Omn","Male","Skull",10590.7902266817,9266.91893251704,466.122340298706,120.320479688326,12,3,-0.133533822321191,0.000217615313473896,119.966,11.8487,4.02492836598883,2.58994960132571,1.74037058568577,0.7834095703125,-1.76899233052897,27.5214405059814,1.88806779255181,3.47881747560281,"","Island rule","SP141"
"Fooden et al 1993","ES960","CC433","Java","Flores (Indonesia)","Mammals","Primata","Cercopithecidae","Macaca fascicularis","Macaca fascicularis","Macaca fascicularis","Omn","Both","Skull",7527.11503856484,5101.77926348782,767.758864955429,322.296535254617,70,4,-0.388922485309308,0.00114634424806438,120.7536,-8.6325,3.87662855350367,4.13161866434913,2.75587561759197,0.72051748046875,-1.61670800155136,24.8455181121826,1.85094355461946,3.27704936218067,"","Island rule","SP141"
"Fooden et al 1993","ES961","CC431","Mainland Asia (SE Asia)","Java","Mammals","Primata","Cercopithecidae","Macaca fascicularis","Macaca fascicularis","Macaca fascicularis","Omn","Both","Skull",6368.52310907591,7527.11503856484,518.152024021708,767.758864955429,59,70,0.167144247696498,0.000260823863589969,107.5667,-6.95,3.80403872904721,5.14236944055135,2.53148019437709,0.578037841796875,-1.53148428213906,25.1530380249023,1.57611938331645,3.32056563345461,"","Island rule","SP141"
"Fooden et al 1993","ES962","CC432","Borneo","Karimata","Mammals","Primata","Cercopithecidae","Macaca fascicularis","Macaca fascicularis","Macaca fascicularis","Omn","Male","Skull",7335.69155327052,7033.15632029918,269.578605312286,57.084285969786,59,2,-0.0421161046746601,5.58279296148567e-05,108.895,-1.606,3.8654410620937,2.19865708695442,1.77815848856469,0.689898193359375,-1.73097807331597,26.2880706787109,1.52303515947739,3.49422000758004,"","Island rule","SP141"
"Fooden et al 1993","ES963","CC431","Mainland Asia (SE Asia)","Karimunbesar (Karimon)","Mammals","Primata","Cercopithecidae","Macaca fascicularis","Macaca fascicularis","Macaca fascicularis","Omn","Both","Skull",6368.52310907591,5322.18906434718,518.152024021708,477.475822998269,59,7,-0.179482894713643,0.00126200279935579,103.368,1.051,3.80403872904721,2.11727129565576,1.31808421400326,0.505011083984375,-1.99276367907326,26.9040775299072,1.53608146474669,3.3407236217032,"","Island rule","SP141"
"Fooden et al 1993","ES964","CC433","Java","Karimunjawa","Mammals","Primata","Cercopithecidae","Macaca fascicularis","Macaca fascicularis","Macaca fascicularis","Omn","Both","Skull",7527.11503856484,8631.83319119588,767.758864955429,753.999102493798,70,3,0.136945063911059,0.00269202390904917,110.4451,-5.844,3.87662855350367,1.43136376415899,1.83525288650089,0.599126416015625,-1.57623909098464,26.4722023010254,1.58271844552568,3.33722159397824,"","Island rule","SP141"
"Fooden et al 1993","ES965","CC431","Mainland Asia (SE Asia)","Khram Yai","Mammals","Primata","Cercopithecidae","Macaca fascicularis","Macaca fascicularis","Macaca fascicularis","Omn","Both","Skull",6368.52310907591,6364.44911620978,518.152024021708,449.948346616525,59,9,-0.00063991233673763,0.000667540787707236,100.788,12.697,3.80403872904721,1.13987908640124,0.568319085095112,0.674363916015625,-1.63018231321244,27.8956871032715,2.09158780429685,3.06933086808894,"","Island rule","SP141"
"Fooden et al 1993","ES966","CC431","Mainland Asia (SE Asia)","Ko Ta Li Bong (Ko Libong)","Mammals","Primata","Cercopithecidae","Macaca fascicularis","Macaca fascicularis","Macaca fascicularis","Omn","Male","Skull",8001.31645319377,8782.22467948364,282.795172542687,157.842199820018,26,2,0.0931236711117605,0.00020955783157415,99.3913,7.2456,3.9031614471572,1.54406804435028,0.531606631932722,0.739956982421875,-1.71175712829339,27.6202964782715,1.80857634484131,3.30837229459374,"","Island rule","SP141"
"Fooden et al 1993","ES967","CC434","Sumatra","Kundur","Mammals","Primata","Cercopithecidae","Macaca fascicularis","Macaca fascicularis","Macaca fascicularis","Omn","Both","Skull",6559.55063342098,5267.26185134403,548.390234023846,499.107384675852,79,3,-0.219411444878241,0.00308140413064782,103.434,0.77,3.81687408874911,2.48287358360875,1.11062337523333,0.701740869140625,-1.43487088395431,26.9534015655518,1.53545714176044,3.34615730223201,"","Island rule","SP141"
"Fooden et al 1993","ES968","CC431","Mainland Asia (SE Asia)","Kut","Mammals","Primata","Cercopithecidae","Macaca fascicularis","Macaca fascicularis","Macaca fascicularis","Omn","Both","Skull",6368.52310907591,5524.37383522681,518.152024021708,429.726580882029,59,6,-0.142197683703454,0.00112067743234307,102.569,11.653,3.80403872904721,2.04649516433471,1.51055841415044,0.768069140625,-1.80235795798278,26.9220390319824,1.89742047867717,3.58109592410605,"","Island rule","SP141"
