"Reference","Mainland","Island","Class","Order","Family","Binomial","Species_main","Species_island","Diet","Sex","Measure","Mean_m","Mean_i","sd_m","sd_i","N_m","N_i","Mean_m_male","Mean_m_female","sd_m_male","sd_m_female","N_m_male","N_m_female","Mean_i_male","Mean_i_female","sd_i_male","sd_i_female","N_i_male","N_i_female","Long_i","Lat_i","Island_km2","Dist_near_mainland","Allometry","Phylogeny","Data_source_type","Paired","NDVI_0.1","SDNDVI_0.1","tmean_0.1","tseas_0.1","prec_0.1","NDVI_0.5","SDNDVI_0.5","tmean_0.5","tseas_0.5","prec_0.5","NDVI_1","SDNDVI_1","tmean_1","tseas_1","prec_1","NDVI","SDNDVI","tmean","tseas","prec","pseas","Mean_m_pooled","Mean_i_pooled","sd_m_combined","sd_i_combined"
"Boback 2006","Belize","West Snake Cay","Reptiles","Squamata","Boidae","Boa constrictor","Boa constrictor","Boa constrictor","","Both","SVL",1358.38095238095,1190,431.915093066968,179,21,40,1164,1478,110,513,8,13,NA,NA,NA,NA,NA,NA,-88.567,16.183,-1.27164621797877,0.770925614638999,"LOG10(Weight, g)= LOG10(SVL, mm)*2.776-5.500, Feldman and Meiri 2013","","Island rule","Yes",NA,NA,NA,NA,NA,0.75255888671875,0.0199376861572266,25.6120872497559,152.655807495117,3028.93041992188,0.7400349609375,0.0164695922851563,25.2384014129639,159.671508789062,2451.91821289062,0.7400349609375,-1.75771723069956,25.2384014129639,2.20322742910294,3.38950597959732,NA,1358.38095238095,1190,431.915093066968,179
"Delaugerre and Dubois 1985","Tuscany, Italy","Corsica","Reptiles","Squamata","Gekkonidae","Euleptes europaea","Phyllodactylus europaeus","Phyllodactylus europaeus","","Both","SVL",37.1181818181818,38.3714285702597,3.35201079408112,1.64222808423546,11,77,35.7,39.6,2.33,3.7,7,4,37.12647059,39.35581395,0.84437934,1.439843338,34,43,9.12,42.1,3.93856975622106,1.90417978339357,"LOG10(Weight, g)= LOG10(SVL, mm)*2.761-4.242, Feldman et al 2015","","Island rule","Yes",0.56302255859375,0.0209608901977539,7.30105781555176,569.6396484375,927.929992675781,0.627191943359375,0.0109449867248535,12.0827579498291,607.164123535156,802.873596191406,0.5999439453125,0.0134107208251953,13.6546411514282,590.434631347656,807.852294921875,0.627191943359375,-1.92281432857012,12.0827579498291,2.78330610180206,2.90464717566751,NA,37.1181818181818,38.3714285702597,3.35201079408112,1.64222808423546
"Delaugerre and Dubois 1985","Corsica (Scandola)","Porri","Reptiles","Squamata","Gekkonidae","Euleptes europaea","Phyllodactylus europaeus","Phyllodactylus europaeus","","Both","SVL",37.6464285714286,42.0703703703704,2.40650540285457,3.32162087574203,28,27,36.2,38.9,1.79,2.19,13,15,39.7,43.7,1.96,3.1,11,16,8.582,42.3862,-2.48148606012211,-0.79317412396815,"LOG10(Weight, g)= LOG10(SVL, mm)*2.761-4.242, Feldman et al 2015","","Island rule","Yes",0.520206982421875,0.0114722984313965,16.0482349395752,515.555419921875,753.530029296875,0.60032197265625,0.0140272827148438,13.2708806991577,573.33837890625,805.692810058594,0.567358837890625,0.0165279434204102,13.6284608840942,568.55712890625,807.995178222656,0.520206982421875,-1.90405350609711,16.0482349395752,2.71227535686023,2.87710056427913,NA,37.6464285714286,42.0703703703704,2.40650540285457,3.32162087574203
"Delaugerre and Dubois 1985","Tuscany, Italy","Sardinia","Reptiles","Squamata","Gekkonidae","Euleptes europaea","Phyllodactylus europaeus","Phyllodactylus europaeus","","Both","SVL",37.1181818181818,36.9,3.35201079408112,1.83091685276503,11,24,35.7,39.6,2.33,3.7,7,4,36.1,37.7,1.48,1.85,12,12,9.034,40.029,4.37717871299024,2.33041580275792,"LOG10(Weight, g)= LOG10(SVL, mm)*2.761-4.242, Feldman et al 2015","","Island rule","Yes",0.66112890625,0.0101218635559082,13.7211742401123,617.583984375,780.659973144531,0.601354736328125,0.012369100189209,13.6223840713501,622.664978027344,719.426818847656,0.58357021484375,0.0173644348144531,14.6707763671875,604.79638671875,627.792236328125,0.58357021484375,-1.73602243300022,14.6707763671875,2.7816091878622,2.79781594063974,NA,37.1181818181818,36.9,3.35201079408112,1.83091685276503
"Delaugerre and Dubois 1985, Delaugerre 2003","Port-Cros, France","Gabiniere","Reptiles","Squamata","Gekkonidae","Euleptes europaea","Phyllodactylus europaeus","Phyllodactylus europaeus","","Both","SVL",38.2319587628866,37.9194444444444,3.48263060271233,2.39263983851006,97,36,36.5,40.5,2.91,2.82,55,42,36.8,39.9,1.89,1.87,23,13,6.3955,42.9833,-1.38721614328026,-0.396855627379818,"LOG10(Weight, g)= LOG10(SVL, mm)*2.761-4.242, Feldman et al 2015","","Island rule","Yes",0.645825927734375,0.0396960601806641,15.75,487.611694335938,736,0.61460205078125,0.0209426345825195,15.75,487.611694335938,736,0.61460205078125,0.0209426345825195,15.75,487.611694335938,736,0.645825927734375,-1.39044763314869,15.75,2.68807411270653,2.8668778143375,NA,38.2319587628866,37.9194444444444,3.48263060271233,2.39263983851006
"Delaugerre and Dubois 1985, Delaugerre 2003","Port-Cros, France","Rocher du Rascas","Reptiles","Squamata","Gekkonidae","Euleptes europaea","Phyllodactylus europaeus","Phyllodactylus europaeus","","Both","SVL",38.2319587628866,36.7758620689655,3.48263060271233,2.64359538351166,97,29,36.5,40.5,2.91,2.82,55,42,35.5,39.2,1.6,2.58,19,10,6.3895,43.0145,-2.13667713987954,-0.767003889607846,"LOG10(Weight, g)= LOG10(SVL, mm)*2.761-4.242, Feldman et al 2015","","Island rule","Yes",0.60297421875,0.00983609237670898,15.4641494750977,500.983062744141,735.239990234375,0.58690107421875,0.00834496994018555,14.4282608032227,576.657409667969,743.969604492188,0.573589892578125,0.0111375747680664,12.7363872528076,599.922607421875,819.55712890625,0.60297421875,-1.96512730130185,15.4641494750977,2.69982304346984,2.86642912061118,NA,38.2319587628866,36.7758620689655,3.48263060271233,2.64359538351166
"Faraone 2011","Sicily","Isola Bella","Reptiles","Squamata","Lacertidae","Podarcis siculus","Podarcis siculus","Podarcis siculus","","Both","SVL",72.3174174221622,71.5660550458716,6.26526359415655,5.06794976778517,333,109,74.81018519,67.71538462,5.771154139,4.205112718,216,117,73.9,68.6,4.3,4.4,61,48,15.3,37.85,-0.698970004336019,-1.29242982390206,"LOG10(Weight, g)= LOG10(SVL, mm)*2.951-4.543, Feldman et al 2015","","Island rule","Yes",0.49227626953125,0.0133600540161133,18.2477474212646,561.929565429688,668.710021972656,0.53488994140625,0.0109782852172852,15.7729377746582,583.456298828125,635.639465332031,0.494359716796875,0.0125153114318848,16.6846771240234,571.082336425781,600.16552734375,0.49227626953125,-1.84284392646866,18.2477474212646,2.7496818827181,2.82523783203018,NA,72.3174174221622,71.5660550458716,6.26526359415655,5.06794976778517
"Faraone 2011","Sicily","Isolotto delle Femmine","Reptiles","Squamata","Lacertidae","Podarcis siculus","Podarcis siculus","Podarcis siculus","","Both","SVL",72.3174174221622,67.88,6.26526359415655,3.5531739972235,333,45,74.81018519,67.71538462,5.771154139,4.205112718,216,117,69.4,65.8,3.1,3.1,26,19,13.236,38.21,0.146128035678238,-0.22112552799726,"LOG10(Weight, g)= LOG10(SVL, mm)*2.951-4.543, Feldman et al 2015","","Island rule","Yes",0.438098193359375,0.0104964859008789,17.8817119598389,525.377197265625,472.5,0.457794482421875,0.0103375221252441,17.1890468597412,542.081604003906,488.258575439453,0.4529908203125,0.0137166305541992,17.4312763214111,536.889953613281,481.313323974609,0.438098193359375,-1.93943488895778,17.8817119598389,2.72047121935104,2.67440181284528,NA,72.3174174221622,67.88,6.26526359415655,3.5531739972235
"Faraone 2011","Sicily","Mozia","Reptiles","Squamata","Lacertidae","Podarcis siculus","Podarcis siculus","Podarcis siculus","","Both","SVL",72.3174174221622,72.8857142857143,6.26526359415655,6.30018140328405,333,21,74.81018519,67.71538462,5.771154139,4.205112718,216,117,77.3,67,4.4,2.1,12,9,12.4687,37.866,-0.346787486224656,-0.0963674839157623,"LOG10(Weight, g)= LOG10(SVL, mm)*2.951-4.543, Feldman et al 2015","","Island rule","Yes",0.38381904296875,0.010899723815918,17.9219493865967,528.416381835938,471.309997558594,0.437779736328125,0.0111144729614258,17.7882328033447,522.799011230469,476.014282226562,0.43583935546875,0.0119770111083984,17.5831336975098,532.959167480469,488.154693603516,0.38381904296875,-1.92446311815493,17.9219493865967,2.72297627304292,2.67330665223254,NA,72.3174174221622,72.8857142857143,6.26526359415655,6.30018140328405
"Faraone 2011","Sicily","Pantelleria","Reptiles","Squamata","Lacertidae","Podarcis siculus","Podarcis siculus","Podarcis siculus","","Both","SVL",72.3174174221622,63.2,6.26526359415655,4.97822846208266,333,30,74.81018519,67.71538462,5.771154139,4.205112718,216,117,66.2,60.2,4.6,3.3,15,15,11.991,36.789,1.91907809237607,2.0000043429231,"LOG10(Weight, g)= LOG10(SVL, mm)*2.951-4.543, Feldman et al 2015","","Island rule","Yes",0.49215927734375,0.0142922607421875,18.0208759307861,513.250061035156,463,0.411929248046875,0.0243080917358398,18.2038555145264,509.843872070312,455.920013427734,0.354503784179688,0.0279354278564453,18.3239574432373,525.590148925781,496.613342285156,0.49215927734375,-1.81552830560934,18.0208759307861,2.71032900968847,2.66558099101795,NA,72.3174174221622,63.2,6.26526359415655,4.97822846208266
"Faraone 2011","Sicily","Favignana","Reptiles","Squamata","Lacertidae","Podarcis waglerianus","Podarcis waglerianus","Podarcis waglerianus","","Male","SVL",68.416,70.2,4.941,2.4,97,20,68.41649485,64.3,4.940658613,5.1,97,33,70.2,NA,2.4,NA,20,NA,12.311,37.928,1.29666519026153,0.919130413860614,"LOG10(Weight, g)= LOG10(SVL, mm)*2.951-4.543, Feldman et al 2015","","Island rule","Yes",0.462365869140625,0.0117718276977539,17.9168682098389,518.303466796875,466.570007324219,0.437779736328125,0.0111144729614258,17.7882328033447,522.799011230469,476.014282226562,0.43583935546875,0.0119770111083984,17.5831336975098,532.959167480469,488.154693603516,0.462365869140625,-1.89374694907555,17.9168682098389,2.71458411373191,2.66891681745763,NA,68.416,70.2,4.941,2.4
"Faraone 2011","Sicily","Isola Lunga","Reptiles","Squamata","Lacertidae","Podarcis waglerianus","Podarcis waglerianus","Podarcis waglerianus","","Both","SVL",67.371538465,65.5984615384615,5.27752394366682,3.47434761446719,130,65,68.41649485,64.3,4.940658613,5.1,97,33,66.9,62.2,2.6,3.2,47,18,12.443,37.872,2.05842602445701,-0.365522729839268,"LOG10(Weight, g)= LOG10(SVL, mm)*2.951-4.543, Feldman et al 2015","","Island rule","Yes",0.38381904296875,0.010899723815918,17.9219493865967,528.416381835938,471.309997558594,0.437779736328125,0.0111144729614258,17.7882328033447,522.799011230469,476.014282226562,0.43583935546875,0.0119770111083984,17.5831336975098,532.959167480469,488.154693603516,0.38381904296875,-1.92446311815493,17.9219493865967,2.72297627304292,2.67330665223254,NA,67.371538465,65.5984615384615,5.27752394366682,3.47434761446719
"Faraone 2011","Sicily","Isola Santa Maria","Reptiles","Squamata","Lacertidae","Podarcis waglerianus","Podarcis waglerianus","Podarcis waglerianus","","Both","SVL",67.371538465,64.0744680851064,5.27752394366682,4.04832053664695,130,47,68.41649485,64.3,4.940658613,5.1,97,33,66.1,60.5,3.2,2.7,30,17,12.457,37.882,-1.94309514866353,-0.0752040042020878,"LOG10(Weight, g)= LOG10(SVL, mm)*2.951-4.543, Feldman et al 2015","","Island rule","Yes",0.38381904296875,0.010899723815918,17.9219493865967,528.416381835938,471.309997558594,0.437779736328125,0.0111144729614258,17.7882328033447,522.799011230469,476.014282226562,0.43583935546875,0.0119770111083984,17.5831336975098,532.959167480469,488.154693603516,0.38381904296875,-1.92446311815493,17.9219493865967,2.72297627304292,2.67330665223254,NA,67.371538465,64.0744680851064,5.27752394366682,4.04832053664695
"Faraone 2011","Sicily","La Scuola","Reptiles","Squamata","Lacertidae","Podarcis waglerianus","Podarcis waglerianus","Podarcis waglerianus","","Both","SVL",67.371538465,66.2,5.27752394366682,4.50900507435547,130,72,68.41649485,64.3,4.940658613,5.1,97,33,69,61.8,2.7,3,44,28,12.456,37.862,-2.09151498112135,0.217747073262794,"LOG10(Weight, g)= LOG10(SVL, mm)*2.951-4.543, Feldman et al 2015","","Island rule","Yes",0.38381904296875,0.010899723815918,17.9219493865967,528.416381835938,471.309997558594,0.437779736328125,0.0111144729614258,17.7882328033447,522.799011230469,476.014282226562,0.43583935546875,0.0119770111083984,17.5831336975098,532.959167480469,488.154693603516,0.38381904296875,-1.92446311815493,17.9219493865967,2.72297627304292,2.67330665223254,NA,67.371538465,66.2,5.27752394366682,4.50900507435547
"Faraone 2011","Sicily","Levanzo","Reptiles","Squamata","Lacertidae","Podarcis waglerianus","Podarcis waglerianus","Podarcis waglerianus","","Male","SVL",68.416,69.8,4.941,2.2,97,20,68.41649485,64.3,4.940658613,5.1,97,33,69.8,NA,2.2,NA,20,NA,12.336,37.998,0.764922984649889,1.11397675828985,"LOG10(Weight, g)= LOG10(SVL, mm)*2.951-4.543, Feldman et al 2015","","Island rule","Yes",0.462365869140625,0.0117718276977539,17.9168682098389,518.303466796875,466.570007324219,0.437779736328125,0.0111144729614258,17.7882328033447,522.799011230469,476.014282226562,0.43583935546875,0.0119770111083984,17.5831336975098,532.959167480469,488.154693603516,0.462365869140625,-1.89374694907555,17.9168682098389,2.71458411373191,2.66891681745763,NA,68.416,69.8,4.941,2.2
"Faraone 2011","Sicily","Marettimo","Reptiles","Squamata","Lacertidae","Podarcis waglerianus","Podarcis waglerianus","Podarcis waglerianus","","Both","SVL",67.371538465,63.8105263157895,5.27752394366682,4.29440190472415,130,76,68.41649485,64.3,4.940658613,5.1,97,33,65.6,58.8,3.2,2.7,56,20,12.0576,37.971,1.0899051114394,1.51852710011734,"LOG10(Weight, g)= LOG10(SVL, mm)*2.951-4.543, Feldman et al 2015","","Island rule","Yes",0.487780859375,0.0144189163208008,16.8333339691162,514.561828613281,516,0.437779736328125,0.0111144729614258,17.7882328033447,522.799011230469,476.014282226562,0.43583935546875,0.0119770111083984,17.5831336975098,532.959167480469,488.154693603516,0.487780859375,-1.81194614849224,16.8333339691162,2.71143756609997,2.71264970162721,NA,67.371538465,63.8105263157895,5.27752394366682,4.29440190472415
"Fornasiero et al 2007","Italy (Pisa)","Asinara","Reptiles","Squamata","Colubridae","Hierophis viridiflavus","Hierophis viridiflavus","Hierophis viridiflavus","Carnivorous","Both","SVL",966.710727272727,722.47,116.841300684979,72.3456422211255,55,32,998.91,851.33,101.72,94.53,43,12,745.96,662.44,67.4,46.35,23,9,8.32,41.08,1.7160033436348,2.43297089343411,"LOG10(Weight, g)= LOG10(SVL, mm)*2.6279-5.525, Feldman et al 2015","","Island rule","Yes",0.57816025390625,0.0217828170776367,16.3976707458496,504.364135742188,494.519989013672,0.503550732421875,0.0202812362670898,16.2635269165039,499.687103271484,500.153991699219,0.65213779296875,0.0140606536865234,15.5815191268921,541.376831054688,595.843444824219,0.57816025390625,-1.64239257676127,16.3976707458496,2.70274419724476,2.69418385092386,NA,966.710727272727,722.47,116.841300684979,72.3456422211255
"Fornasiero et al 2007","Italy (Pisa)","Capraia","Reptiles","Squamata","Colubridae","Hierophis viridiflavus","Hierophis viridiflavus","Hierophis viridiflavus","Carnivorous","Both","SVL",966.710727272727,774.8,116.841300684979,86.1664982590231,55,10,998.91,851.33,101.72,94.53,43,12,791.5,749.75,95.5,75.36,6,4,9.818,43.039,1.27875360095283,1.70757869159253,"LOG10(Weight, g)= LOG10(SVL, mm)*2.6279-5.525, Feldman et al 2015","","Island rule","Yes",0.5670630859375,0.0147347900390625,16.375415802002,543.844421386719,712.5,0.545982470703125,0.035394091796875,16.2053852081299,540.326721191406,750.5,0.5760224609375,0.0273655853271484,16.4514217376709,537.560363769531,782.52001953125,0.5670630859375,-1.80313904782448,16.375415802002,2.73547467801283,2.85278486868055,NA,966.710727272727,774.8,116.841300684979,86.1664982590231
"Fornasiero et al 2007","Italy (Pisa)","Corsica","Reptiles","Squamata","Colubridae","Hierophis viridiflavus","Hierophis viridiflavus","Hierophis viridiflavus","Carnivorous","Both","SVL",966.710727272727,799.269333333333,116.841300684979,102.471764715016,55,15,998.91,851.33,101.72,94.53,43,12,807.08,748.5,104.53,99.7,13,2,9.12,42.1,3.93856975622106,1.90417978339357,"LOG10(Weight, g)= LOG10(SVL, mm)*2.6279-5.525, Feldman et al 2015","","Island rule","Yes",0.56302255859375,0.0209608901977539,7.30105781555176,569.6396484375,927.929992675781,0.627191943359375,0.0109449867248535,12.0827579498291,607.164123535156,802.873596191406,0.5999439453125,0.0134107208251953,13.6546411514282,590.434631347656,807.852294921875,0.627191943359375,-1.92281432857012,12.0827579498291,2.78330610180206,2.90464717566751,NA,966.710727272727,799.269333333333,116.841300684979,102.471764715016
"Fornasiero et al 2007","Italy (Pisa)","Elba","Reptiles","Squamata","Colubridae","Hierophis viridiflavus","Hierophis viridiflavus","Hierophis viridiflavus","Carnivorous","Both","SVL",966.710727272727,883.333333333333,116.841300684979,122.25,55,6,998.91,851.33,101.72,94.53,43,12,903,785,122.25,NA,5,1,10.193,42.775,2.35024801833416,0.977769318091574,"LOG10(Weight, g)= LOG10(SVL, mm)*2.6279-5.525, Feldman et al 2015","","Island rule","Yes",0.666049462890625,0.00575123748779297,15.0973176956177,596.917297363281,592.599975585938,0.63414189453125,0.0253263916015625,15.8934326171875,566.120239257812,534.82177734375,0.576458203125,0.0203028167724609,15.6734676361084,578.446411132812,549.534118652344,0.666049462890625,-2.17061661459688,15.0973176956177,2.77591416398228,2.77276162925187,NA,966.710727272727,883.333333333333,116.841300684979,122.25
"Fornasiero et al 2007","Italy (Pisa)","Giglio","Reptiles","Squamata","Colubridae","Hierophis viridiflavus","Hierophis viridiflavus","Hierophis viridiflavus","Carnivorous","Male","SVL",998.91,798.12,101.72,63.3,43,8,998.91,NA,101.72,NA,43,NA,798.12,NA,63.3,NA,8,NA,10.905,42.355,1.37657695705651,1.16734687758564,"LOG10(Weight, g)= LOG10(SVL, mm)*2.6279-5.525, Feldman et al 2015","","Island rule","Yes",0.543368896484375,0.0349492156982422,16.0983200073242,556.583801269531,504.839996337891,0.51870634765625,0.0256886962890625,16.0488548278809,556.398620605469,502.420013427734,0.576458203125,0.0203028167724609,15.6734676361084,578.446411132812,549.534118652344,0.543368896484375,-1.4443105801529,16.0983200073242,2.74553056254127,2.70315375491425,NA,998.91,798.12,101.72,63.3
"Fornasiero et al 2007","Italy (Pisa)","Montecristo","Reptiles","Squamata","Colubridae","Hierophis viridiflavus","Hierophis viridiflavus","Hierophis viridiflavus","Carnivorous","Both","SVL",966.710727272727,714.993012048193,116.841300684979,66.6249422135829,55,83,998.91,851.33,101.72,94.53,43,12,726.44,694.77,68.71,58.51,53,30,10.3077,43.332,1.01661554755718,1.79796655919936,"LOG10(Weight, g)= LOG10(SVL, mm)*2.6279-5.525, Feldman et al 2015","","Island rule","Yes",0.611712158203125,0.0361026580810547,15.4597225189209,597.056945800781,692,0.593573095703125,0.0192413024902344,15.0939025878906,601.595947265625,718.192016601562,0.6091216796875,0.0108655334472656,14.1545658111572,643.399841308594,872.516357421875,0.611712158203125,-1.4305949758679,15.4597225189209,2.77601575502821,2.84010609445676,NA,966.710727272727,714.993012048193,116.841300684979,66.6249422135829
"Fornasiero et al 2007","Italy (Pisa)","Pianosa","Reptiles","Squamata","Colubridae","Hierophis viridiflavus","Hierophis viridiflavus","Hierophis viridiflavus","Carnivorous","Both","SVL",966.710727272727,829.226666666667,116.841300684979,76.4,55,9,998.91,851.33,101.72,94.53,43,12,831.63,810,76.4,NA,8,1,10.078,42.584,1.01072386539177,1.68664520527081,"LOG10(Weight, g)= LOG10(SVL, mm)*2.6279-5.525, Feldman et al 2015","","Island rule","Yes",0.60059921875,0.0176760406494141,16.8057842254639,511.75634765625,417.130004882812,0.63414189453125,0.0253263916015625,15.8934326171875,566.120239257812,534.82177734375,0.576458203125,0.0203028167724609,15.6734676361084,578.446411132812,549.534118652344,0.60059921875,-1.72871518947474,16.8057842254639,2.70906323821287,2.62027143052278,NA,966.710727272727,829.226666666667,116.841300684979,76.4
