"Reference","ID","CommonControl","Mainland","Island","Class","Order","Family","Binomial","Species_main","Species_island","guild","Sex","Measure","Mean_m","Mean_i","sd_m","sd_i","N_m","N_i","RR","var","Long_i","Lat_i","logmass","Island_km2","Dist_near_mainland","NDVI","SDNDVI","tmean","tseas","prec","Phylogeny","Data_source_type"
"Forsman 1991","ES482","CC176","Uppsala, Sweden","Karringboskar","Reptiles","Squamata","Viperidae","Vipera berus","Vipera berus","Vipera berus","Carnivorous","Both","SVL",120.423669849747,112.631680854509,10.6780552407388,15.2623219855797,10,10,-0.0668930733571289,0.00262245037549088,19.239,59.775,2.08071185797501,-1.30102999566398,0.939569168655902,0.430252001953125,-1.43780932749673,6.09327268600464,2.81445261248056,2.72591163229505,"Conspecific","Island rule"
"Forsman 1991","ES483","CC176","Uppsala, Sweden","Norrpada","Reptiles","Squamata","Viperidae","Vipera berus","Vipera berus","Vipera berus","Carnivorous","Both","SVL",120.423669849747,137.826095241187,10.6780552407388,5.60094076349396,10,10,0.134976604062536,0.000951392489208054,19.274,59.627,2.08071185797501,-1.63638802010786,1.16734687758564,0.339017749023438,-1.25097000173012,6.16063356399536,2.81456170664023,2.71319645424764,"Conspecific","Island rule"
"Forsman 1991","ES484","CC176","Uppsala, Sweden","Svenska Hogarna","Reptiles","Squamata","Viperidae","Vipera berus","Vipera berus","Vipera berus","Carnivorous","Both","SVL",120.423669849747,134.686931525828,10.6780552407388,9.18067583076751,10,10,0.111936952610054,0.00125087043473391,19.491,59.434,2.08071185797501,-1.36251027048749,1.59770615281941,0.351812646484375,-1.13747475914517,6.3062915802002,2.81265738448752,2.64483232282037,"Conspecific","Island rule"
"Lindell et al. 1993","ES485","CC177","Mainland Sweden (Uppsala, Vastmanland)","Angskar","Reptiles","Squamata","Viperidae","Vipera berus","Vipera berus","Vipera berus","Carnivorous","Both","SVL",93.5196808092414,104.69432016944,11.0281623766609,11.7403484674918,106,69,0.112872963701385,0.000313437713709561,19.275,59.536,1.97090301587169,-1.53461714855158,1.35604498868723,0.370390551757812,-1.30924246498372,6.27259731292725,2.81307705891648,2.69425411738461,"Conspecific","No island rule"
"Lindell et al. 1993","ES486","CC177","Mainland Sweden (Uppsala, Vastmanland)","In-Fredeln","Reptiles","Squamata","Viperidae","Vipera berus","Vipera berus","Vipera berus","Carnivorous","Both","SVL",93.5196808092414,124.994931079032,11.0281623766609,16.9958602645486,106,51,0.290101281029174,0.000493707549516154,19.364,59.516,1.97090301587169,-1.30102999566398,1.43137984884194,0.321405737304688,-1.38781082945224,6.28905153274536,2.81369555310222,2.6760073395607,"Conspecific","No island rule"
"Lindell et al. 1993","ES487","CC177","Mainland Sweden (Uppsala, Vastmanland)","Roder","Reptiles","Squamata","Viperidae","Vipera berus","Vipera berus","Vipera berus","Carnivorous","Both","SVL",93.5196808092414,117.132495414112,11.0281623766609,15.1457565879644,106,33,0.225133829425593,0.000637844117805525,19.4301,59.5882,1.97090301587169,-0.677780705266081,1.38918381030816,0.338337963867188,-1.14786771787199,6.27068042755127,2.81267072732108,2.69112570458249,"Conspecific","No island rule"
"Lindell et al. 1993","ES488","CC177","Mainland Sweden (Uppsala, Vastmanland)","Svenska Hogarna","Reptiles","Squamata","Viperidae","Vipera berus","Vipera berus","Vipera berus","Carnivorous","Both","SVL",93.5196808092414,106.107152825158,11.0281623766609,11.8737617741802,106,40,0.126277555147169,0.000444247922033873,19.491,59.434,1.97090301587169,-1.36251027048749,1.59770615281941,0.351812646484375,-1.13747475914517,6.3062915802002,2.81265738448752,2.64483232282037,"Conspecific","No island rule"
"Avilla-Villegas 2008, Dugan and Hayes 2012","ES489","CC178","Baja California","Santa Catalina (Baja)","Reptiles","Squamata","Viperidae","Crotalus ruber","Crotalus ruber","Crotalus catalinensis","Carnivorous","Both","SVL",477.122971517375,115.187985589253,75.3795284243395,27.9773475434998,44,20,-1.42120880852328,0.00351691277125969,-110.78,25.652,2.67863032656327,1.61278385671974,1.41331653188427,0.28077880859375,-1.73879850160007,22.5158824920654,2.69544319654616,2.39093510710338,"Crotalus ruber most  recent ancestor, Campbell JA, Lamar WW. 2004. The Venomous Reptiles of the Western Hemisphere. Comstock Publishing Associates, Ithaca and London. 870 pp. 1500 plates. ISBN 0-8014-4141-2.","No island rule"
"Martins et al. 2012, Dugan and Hayes 2012","ES490","CC179","Baja California","Santa Catalina (Baja)","Reptiles","Squamata","Viperidae","Crotalus ruber","Crotalus ruber","Crotalus catalinensis","Carnivorous","Both","SVL",477.122971517375,191.204724608707,75.3795284243395,16.3766598769351,44,186,-0.91442954897776,0.000606715138998294,-110.78,25.652,2.67863032656327,1.61278385671974,1.41331653188427,0.28077880859375,-1.73879850160007,22.5158824920654,2.69544319654616,2.39093510710338,"Crotalus ruber most  recent ancestor, Campbell JA, Lamar WW. 2004. The Venomous Reptiles of the Western Hemisphere. Comstock Publishing Associates, Ithaca and London. 870 pp. 1500 plates. ISBN 0-8014-4141-2.","Island rule"
"Dunn and Saxe 1950, Zug et al. 1979","ES491","CC180","Central America","Isla de San Andrés","Reptiles","Squamata","Dipsadidae","Coniophanes fissidens","Coniophanes fissidens","Coniophanes andresensis","Carnivorous","Unsexed","SVL",17.296952405474,50.5975186745311,2.68230367022557,6.37628928405379,29,2,1.0733722125861,0.00876973231659984,-81.717,12.546,1.23796959040746,1.41497334797082,2.28330349064809,0.642508447265625,-1.49473779462313,27.0895824432373,1.71890717925804,3.25541723991996,"Dunn, E. R. & Saxe Jr, L. Results of the Catherwood-Chaplin West Indies Expedition, 1948. Part V. Amphibians and reptiles of San Andrés and Providencia. Proc. Acad. Nat. Sci. Phila., 141-165 (1950).","No island rule"
"Dunn and Saxe 1950, Zug et al. 1979","ES492","CC180","Central America","Isla de San Andrés","Reptiles","Squamata","Dipsadidae","Coniophanes fissidens","Coniophanes fissidens","Coniophanes andresensis","Carnivorous","Unsexed","SVL",17.296952405474,50.5975186745311,2.68230367022557,6.37628928405379,29,2,1.0733722125861,0.00876973231659984,-81.717,12.546,1.23796959040746,1.41497334797082,2.28330349064809,0.642508447265625,-1.49473779462313,27.0895824432373,1.71890717925804,3.25541723991996,"Dunn, E. R. & Saxe Jr, L. Results of the Catherwood-Chaplin West Indies Expedition, 1948. Part V. Amphibians and reptiles of San Andrés and Providencia. Proc. Acad. Nat. Sci. Phila., 141-165 (1950).","No island rule"
"Gaulke 2010, Auffenberg 1988","ES493","CC181","Luzon","Panay","Reptiles","Squamata","Varanidae","Varanus olivaceus","Varanus olivaceus","Varanus mabitang","Herbivorous","Unsexed","SVL",2907.28979432722,3495.32603589396,278.793192034918,468.038343876457,99,23,0.184205352654452,0.000872464607628969,122.471,11.221,3.46348832375681,4.07957916697013,2.1398822334513,0.6864689453125,-1.48800226518366,26.7142753601074,1.94775764149348,3.4492670432273,"Gaulke, M. Overview on the present Knowledge on Varanus mabitang Gaulke and Curio, 2001, Including new Morphological and Meristic Data. Biawak 4, 50-58 (2010).","No island rule"
"Hawlitschek et al 2012, Vences et al. 2004, Nagy et al. 2010","ES494","CC182","Madagascar","Grande Comore","Reptiles","Squamata","Lamprophiidae","Lycodryas gaimardii","Lycodryas gaimardii","Lycodryas cococola cococola","Carnivorous","Both","SVL",50.1290514260642,72.5892725222351,12.5056329910403,7.24876137937884,10,17,0.370216440695641,0.00681005575220768,43.3333,-11.5833,1.70008948669317,3.00556657113329,2.46239949546355,0.690142041015625,-1.80631138490876,23.3300247192383,2.11150196673257,3.36959639792285,"Hawlitschek, O., Nagy, Z. T. & Glaw, F. Island evolution and systematic revision of Comoran snakes: why and when subspecies still make sense. PLoS One 7 (2012).","Island rule"
"Hawlitschek et al 2012, Vences et al. 2004, Nagy et al. 2010","ES495","CC182","Madagascar","Moheli","Reptiles","Squamata","Lamprophiidae","Lycodryas gaimardii","Lycodryas gaimardii","Lycodryas cococola innocens","Carnivorous","Both","SVL",50.1290514260642,116.97692552335,12.5056329910403,21.6095436684413,10,11,0.84737598878304,0.00932586912123875,43.7,-12.3,1.70008948669317,2.33343014421415,2.65801235114943,0.767931640625,-1.90037845633827,24.5389995574951,2.1190758505405,3.3086604281612,"Hawlitschek, O., Nagy, Z. T. & Glaw, F. Island evolution and systematic revision of Comoran snakes: why and when subspecies still make sense. PLoS One 7 (2012).","Island rule"
"Hawlitschek et al 2012, Vences et al. 2004, Nagy et al. 2010","ES496","CC182","Madagascar","Mayotte","Reptiles","Squamata","Lamprophiidae","Lycodryas gaimardii","Lycodryas gaimardii","Lycodryas maculatus comorensis","Carnivorous","Both","SVL",50.1290514260642,78.1605463251034,12.5056329910403,11.3628847311271,10,7,0.444164288724381,0.0092427510761301,45.152,-12.801,1.70008948669317,2.57403126772772,2.47712270236552,0.721075146484375,-1.78140009051222,25.0633850097656,2.10900254419108,3.14802547558644,"Hawlitschek, O., Nagy, Z. T. & Glaw, F. Island evolution and systematic revision of Comoran snakes: why and when subspecies still make sense. PLoS One 7 (2012).","Island rule"
"Hawlitschek et al 2012, Vences et al. 2004, Nagy et al. 2010","ES497","CC182","Madagascar","Anjouan","Reptiles","Squamata","Lamprophiidae","Lycodryas gaimardii","Lycodryas gaimardii","Lycodryas maculatus maculatus","Carnivorous","Both","SVL",50.1290514260642,100.178577698365,12.5056329910403,20.7507979090766,10,6,0.692353661552164,0.0133744973786672,44.443,-12.211,1.70008948669317,2.62736585659273,2.59439365544904,0.74896806640625,-1.74892919691896,21.909423828125,2.06951730803553,3.27933609022263,"Hawlitschek, O., Nagy, Z. T. & Glaw, F. Island evolution and systematic revision of Comoran snakes: why and when subspecies still make sense. PLoS One 7 (2012).","Island rule"
"Cogger et al. 2006, Donnellan et al. 2000","ES498","CC183","Australia","Phillip","Reptiles","Squamata","Gekkonidae","Christinus marmoratus","Christinus marmoratus","Christinus guentheri","Invertebrate","Both","SVL",2.17972613079168,10.6570737506498,0.172083641904606,1.24116152492726,111,95,1.58702463277798,0.000198926941420141,145.2212,-38.4898,0.338401930596505,2.01535975540921,-0.300162274132754,0.582037158203125,-1.61733552541905,14.1944284439087,2.51108561746828,2.913363448535,"Heinicke, M. P., Daza, J. D., Greenbaum, E., Jackman, T. R., & Bauer, A. M. (2014). Phylogeny, taxonomy and biogeography of a circum-Indian Ocean clade of leaf-toed geckos (Reptilia: Gekkota), with a description of two new genera. Systematics and Biodiversity, 12(1), 23-42.","No island rule"
"McCord and Thomson 2002","ES499","CC184","Australia","New Guinea","Reptiles","Testudines","Chelidae","Chelodina canni","Chelodina canni","Chelodina novaeguineae","Carnivorous","Both","SCL",1498.76641219879,503.387056502698,216.616829994315,60.7856523615279,13,12,-1.09103828665444,0.00282195530883038,141.814,-5.752,3.17573395186226,5.89528604782638,2.18469426933435,0.770036767578125,-1.43826127218963,22.6774826049805,1.75967712212158,3.70400175750796,"McCord, W. P. & Thomson, S. A. A new species of Chelodina (Testudines: Pleurodira: Chelidae) from northern Australia. Journal of Herpetology 36, 255-267 (2002)","No island rule"
"McCord and Thomson 2002","ES500","CC184","Australia","New Guinea","Reptiles","Testudines","Chelidae","Chelodina canni","Chelodina canni","Chelodina reimanni","Carnivorous","Both","SCL",1498.76641219879,665.679702799989,216.616829994315,122.831308075351,13,12,-0.811589028741824,0.00444414851557277,141.814,-5.752,3.17573395186226,5.89528604782638,2.18469426933435,0.770036767578125,-1.43826127218963,22.6774826049805,1.75967712212158,3.70400175750796,"McCord, W. P. & Thomson, S. A. A new species of Chelodina (Testudines: Pleurodira: Chelidae) from northern Australia. Journal of Herpetology 36, 255-267 (2002)","No island rule"
"Adams et al 2018, Goldberg et al. 2014","ES501","CC185","Mexico","San Clemente","Reptiles","Squamata","Xantusiidae","Xantusia bolsonae","Xantusia bolsonae","Xantusia riversiana reticulata","Carnivorous","Female","SVL",2.93132878778184,12.5860494198796,0.164990363289785,0.755426486060005,6,37,1.45713318026036,0.000625368762852558,-118.476,32.89,0.467064533112992,2.16136800223497,1.89210017053276,0.302382250976563,-1.55024169368695,16.2007827758789,2.44238215023781,2.39529143091706,"Phylogenetic relationships in Holmes et al. 2016 https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0163738#pone.0163738.ref023, and Vicario et al. 2003 https://www.sciencedirect.com/science/article/pii/S1055790302003135; Diet: Brattstrom, B. H. 1952. The food of the nightlizards, genus Xantusia. Copeia 3: 168-172. ","No island rule"
"Adams et al 2018, Goldberg et al. 2014","ES502","CC185","Mexico","San Nicolas","Reptiles","Squamata","Xantusiidae","Xantusia bolsonae","Xantusia bolsonae","Xantusia riversiana reticulata","Carnivorous","Female","SVL",2.93132878778184,15.0079498868812,0.164990363289785,1.26714025724766,6,32,1.63312422175236,0.000750773523842167,-119.502,33.246,0.467064533112992,1.76342799356294,1.99563958138834,0.247540942382813,-1.80538861692373,15.7538766860962,2.36631802721825,2.36455099535397,"Phylogenetic relationships in Holmes et al. 2016 https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0163738#pone.0163738.ref023, and Vicario et al. 2003 https://www.sciencedirect.com/science/article/pii/S1055790302003135; Diet: Brattstrom, B. H. 1952. The food of the nightlizards, genus Xantusia. Copeia 3: 168-172. ","No island rule"
"Adams et al 2018, Goldberg et al. 2014","ES503","CC185","Mexico","Santa Barbara","Reptiles","Squamata","Xantusiidae","Xantusia bolsonae","Xantusia bolsonae","Xantusia riversiana reticulata","Carnivorous","Female","SVL",2.93132878778184,12.2324570850124,0.164990363289785,0.943609757526492,6,28,1.42863700448667,0.000740523355405634,-119.036,33.477,0.467064533112992,0.414973347970818,1.81023924076785,0.31297783203125,-1.45027105394576,15.4802083969116,2.29926075004795,2.38021124171161,"Phylogenetic relationships in Holmes et al. 2016 https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0163738#pone.0163738.ref023, and Vicario et al. 2003 https://www.sciencedirect.com/science/article/pii/S1055790302003135; Diet: Brattstrom, B. H. 1952. The food of the nightlizards, genus Xantusia. Copeia 3: 168-172. ","No island rule"
"Bentz et al. 2011, Serrano-Cardozo et al. 2009","ES504","CC186","Colombia","Union island","Reptiles","Squamata","Sphaerodactylidae","Gonatodes albogularis","Gonatodes albogularis","Gonatodes daudini","Carnivorous","Both","Weight",1.3402380952381,0.47,0.333467753849068,0.15,126,19,-1.0478698654706,0.00585217432967244,-61.436,12.6,0.127181958262303,0.924279286061882,2.32058451534681,0.6184189453125,-1.60708790317198,27.1271667480469,1.87638117126406,3.22670557518858,"Phylogeny in Gamble, T., Simons, A. M., Colli, G. R., & Vitt, L. J. (2008). Tertiary climate change and the diversification of the Amazonian gecko genus Gonatodes (Sphaerodactylidae, Squamata). Molecular Phylogenetics and Evolution, 46(1), 269-277.","No island rule"
"Herrel et al 2011, Jenssen et al. 1995","ES505","CC187","USA (S Carolina)","Little Cayman","Reptiles","Squamata","Dactyloidae","Anolis carolinensis","Anolis carolinensis","Anolis maynardi","Carnivorous","Both","Weight",3.36755102040816,4.62592592592593,1.09496021244821,2.22020314257547,441,27,0.317490771113118,0.00877121280020325,-80.0408,19.6889,0.527314184265513,1.41497334797082,2.38435520651714,0.603584375,-1.79296952317159,26.7781429290771,2.17427614374589,3.09094897357364,"Phylogeny in Poe, S., Nieto-Montes de Oca, A., Torres-Carvajal, O., De Queiroz, K., Velasco, J. A., Truett, B., ... & Latella, I. (2017). A phylogenetic, biogeographic, and taxonomic study of all extant species of Anolis (Squamata; Iguanidae). Systematic biology, 66(5), 663-697.","No island rule"
"Hedges and Thomas 2001","ES506","CC188","Hispaniola","Beata","Reptiles","Squamata","Sphaerodactylidae","Sphaerodactylus streptophorus","Sphaerodactylus streptophorus","Sphaerodactylus ariasae","Carnivorous","Both","SVL",0.17590474729528,0.109350565226736,0.0342502082198385,0.00931582131212927,15,8,-0.475383723904203,0.00343465038632393,-71.525,17.559,-0.754722439699315,1.43136376415899,0.732474177281194,0.705158251953125,-1.73172811166917,26.6371402740479,2.03256753223559,2.91849166325326,"Phylogeny:  Hedges, S. B. & Thomas, R. At the lower size limit in amniote vertebrates: a new diminutive lizard from the West Indies. Caribbean journal of Science 37, 168-173 (2001).","No island rule"
"Shine et al. 2002, Do et al. 2017","ES507","CC189","South Korea","Shedao","Reptiles","Squamata","Viperidae","Gloydius saxatilis","Gloydius saxatilis","Gloydius shedaoensis","Carnivorous","Both","SVL",182.913919862263,164.738539975538,17.7418087476007,13.0870991135195,11,145,-0.104656048034768,0.000898806459068816,120.9808,38.9504,2.26224675681233,-0.136677139879544,0.986816504585536,0.290330883789063,-1.3270874427356,10.783332824707,2.97721590443032,2.8208579894397,"Phylogeny: Asadi, A., Montgelard, C., Nazarizadeh, M., Moghaddasi, A., Fatemizadeh, F., Simonov, E., ... & Kaboli, M. (2019). Evolutionary history and postglacial colonization of an Asian pit viper (Gloydius halys caucasicus) into Transcaucasia revealed by phylogenetic and phylogeographic analyses. Scientific reports, 9(1), 1-16.","No island rule"
